id,type,text1,text2,text3,notes
diableavionics_versant_harvest_LEFT,WEAPON,射出高能炮弹的磁轨炮，尽管破坏力有限，但具备优秀的射速与极高的初速。由于在武器基座上安装有特殊的阻尼器，使该武器能在长时间内不间断地倾泻火力，并保证子弹不偏离目标。,突击,,
diableavionics_versant_harvestB_LEFT,WEAPON,射出高能炮弹的磁轨炮，尽管破坏力有限，但具备优秀的射速与极高的初速。由于在武器基座上安装有特殊的阻尼器，使该武器能在长时间内不间断地倾泻火力，并保证子弹不偏离目标。,突击,,
diableavionics_versant_harvestC_LEFT,WEAPON,射出高能炮弹的磁轨炮，尽管破坏力有限，但具备优秀的射速与极高的初速。由于在武器基座上安装有特殊的阻尼器，使该武器能在长时间内不间断地倾泻火力，并保证子弹不偏离目标。,突击,,
,,,,,
,,,,,
diableavionics_versant_harvest_RIGHT,WEAPON,射出高能炮弹的磁轨炮，尽管破坏力有限，但具备优秀的射速与极高的初速。由于在武器基座上安装有特殊的阻尼器，使该武器能在长时间内不间断地倾泻火力，并保证子弹不偏离目标。,突击,,
diableavionics_versant_harvestB_RIGHT,WEAPON,射出高能炮弹的磁轨炮，尽管破坏力有限，但具备优秀的射速与极高的初速。由于在武器基座上安装有特殊的阻尼器，使该武器能在长时间内不间断地倾泻火力，并保证子弹不偏离目标。,突击,,
diableavionics_versant_harvestC_RIGHT,WEAPON,射出高能炮弹的磁轨炮，尽管破坏力有限，但具备优秀的射速与极高的初速。由于在武器基座上安装有特殊的阻尼器，使该武器能在长时间内不间断地倾泻火力，并保证子弹不偏离目标。,突击,,
,,,,,
,,,,,
,,,,,
# VIRTUOUS,,,,,
,,,,,
,,,,,
diableavionics_virtuous_headA,WEAPON,一种振荡介子发射器，具有可观的杀伤力，但由于其有限的电容数量和缺乏明确的作用环境而常常达不到要求。,点防御,,
diableavionics_virtuous_headB,WEAPON,经典武器离子炮的一个分支，它被调整成了短点射的开火模式，利用短促的快速开火而非持续射击来造成杀伤。鉴于它有着较大的散射，对付大体积目标时会更有效。,支援,,
diableavionics_virtuous_headC,WEAPON,掘墓者轻型自动炮是一种体积小巧的强大反护盾武器，多管齐射的粗暴攻击方式赋予了它强大的打击能力。但是假如它没能快速突破敌人的防御，那么较长的装填时间会成为巨大的负担。,突击,,
diableavionics_virtuous_headD,WEAPON,一种装有定向爆炸破片弹丸的直射导弹，专为高速弹丸的拦截而准备。适度储备一定量的导弹再行开火可以在短时间内消除多重威胁。,点防御,,
,,,,,
diableavionics_virtuous_armA_L,WEAPON,镰式爆能束是一种大尺寸的高能粒子加速器，具有令人印象深刻的射速和伤害输出，其代价是巨大的幅能需求。被评价为一种对使用者来说很危险的武器，不是因为有故障的风险，而是在开火时驾驶员很难把握幅能水平，使用者经常发现自己很快就没有足够的空余幅容来支持护盾的运作了。,突击,,
diableavionics_virtuous_armA_R,WEAPON,镰式爆能束是一种大尺寸的高能粒子加速器，具有令人印象深刻的射速和伤害输出，其代价是巨大的幅能需求。被评价为一种对使用者来说很危险的武器，不是因为有故障的风险，而是在开火时驾驶员很难把握幅能水平，使用者经常发现自己很快就没有足够的空余幅容来支持护盾的运作了。,突击,,
diableavionics_virtuous_armB_L,WEAPON,"掘墓者突击炮的全尺寸双管版本。虽然它的瞬间输出令人印象深刻，并且能逼退任何试图进入它射程内的船只，但{""暴风雪""}的持续火力只是平均水平，它的射程有限，而且穿甲能力不强。",反护盾,,
diableavionics_virtuous_armB_R,WEAPON,一种相较于安装在可转动武器槽位上更适合充当同级战舰轴炮的长程精确武器。拥有荒谬的射程和弹速，但后坐力十分巨大，每次射击后它的精确度都会显著下降。,长程打击,,
diableavionics_virtuous_armC_L,WEAPON,格洛Mk.2可以做到常规格洛激光炮为人所知和喜爱的 (或讨厌的，取决于你是在用它还是在面对它) 所有事情，且能做得更好。由于更大的冷却系统，它有更长的射程和更高的光束输出，以及稍微提高的能量转换效率。,通用,,
diableavionics_virtuous_armC_R,WEAPON,蚱蜢榴弹发射器能够以纯粹的火力优势来压倒大多数点防御系统。这些射弹有相当大的杀伤范围，可以用来清除战机以及消除导弹舰的威胁。,反装甲,,
diableavionics_virtuous_armD_L,WEAPON,凶兽加农阵列源自著名的莫斯特罗，二者使用相同的炮管和弹药。三管连接的配置以持续开火的能力换来了更强大的打击能力。,反装甲,,
diableavionics_virtuous_armD_R,WEAPON,咆哮者转轮机炮可以在短时间内射出大量高速动能弹药以在短时间内压垮大部分的护盾。这种武器的另一个显著特点是其相当高的幅能利用率。,反护盾,,
,,,,,
,,,,,
,,,,,
,,,,,
# DEPRECATED,,,,,
,,,,,
,,,,,
diableavionics_heavythermalpulse,WEAPON,"基于备受尊敬的{TPC}而改造的高幅能变种版，通过将大量能源注入武器系统，以牺牲射程为代价来增加其火力。

作为疾风-级的标志性主炮，工程师们通过简单地将更多能量注入至电容器，以显著增加其输出火力，尽管这种设计会间接影响到幅能产出率，但这一切都被认为是值得的。

由于在发射期间所产生的高温会导致许多部件过热损坏，因此通过安装调速器以减少此类事故的发生，同时集成的散热片也减弱了对舰船电子系统的影响。",突击,,
,,,,,
diableavionics_lightTPC,WEAPON,这种按比例缩小后的热脉冲加农炮通常被应用于小型舰船或战机。虽然破坏力遭到削弱，但仍是一种相当有效的武器,突击,,
,,,,,
diableavionics_versant_head,WEAPON,内置于舰首挂载点的双联战术激光，尽管射界与射程有限，但大幅度提高了该武器的破坏力。,点防御,,
,,,,,
,,,,,
,,,,,
,,,,,
####################,,,,,
##                ##,,,,,
##    SYSTEMS     ##,,,,,
##                ##,,,,,
####################,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
diableavionics_damperwave,SHIP_SYSTEM,一种改装过的阻尼力场，与原本生成保护船体的静态场不同，该系统能产生特殊的波，使舰船展现出与它的模样完全不匹配的规避能力并提供一定的防护性。该系统拥有可缓慢恢复的多次充能。,Drones ,Generates a protective wave reducing incoming damage and propelling the ship in the desired direction.,
,,,,,
diableavionics_drift,SHIP_SYSTEM,一种失败的主力级闪烁系统，仅允许舰船快速旋转舰身，而非进行位移。,机动,向当前移动的方向轻推，在调整舰体姿态的同时，排出少量幅能.,
diableavionics_nudge,SHIP_SYSTEM,一种小型化后的失败的主力级闪烁系统，仅允许舰船快速旋转舰身，而非进行位移。,机动,向当前移动的方向轻推，在调整舰体姿态的同时，排出少量幅能.,
,,,,,
diableavionics_vortex,SHIP_SYSTEM,部署四架遵循固定阵型的小型{PD}无人机，能提供有效的点防御火力。,无人机,部署四架装备有{PD}激光炮的无人机。,
,,,,,
diableavionics_heavyflicker,SHIP_SYSTEM,向目标方向瞬移，并产生幅能。,机动,向当前移动的方向瞬移，能连续使用三次。,
,,,,,
diableavionics_flicker,SHIP_SYSTEM,简单的超空间跃出系统，以产生硬幅能为代价来短程瞬移。,机动,向当前移动的方向瞬移，能短时间内重新充能，最多充能四次.,
,,,,,
diableavionics_transit,SHIP_SYSTEM,旋转并移动船体构件的复杂装置，来将能量集中至推进器当中，以此来提高最高航速与加速度，当靠近敌人时，即可切换成原有模式并恢复极高的机动性。,机动,通过降低机动性并禁用护盾，来提高最高航速与加速度.,
,,,,,
diableavionics_transit2,SHIP_SYSTEM,旋转并移动船体构件的复杂装置，来将能量集中至推进器当中，以此来提高最高航速与加速度，当靠近敌人时，即可切换成原有模式并恢复极高的机动性。,机动,通过降低机动性并禁用护盾，来提高最高航速与加速度.,
,,,,,
diableavionics_fluxredirection,SHIP_SYSTEM,将所有可用幅能耗散能力分配给武器系统，以暂时提高破坏力与射速。,进攻,以无法耗散硬幅能为代价，提高武器伤害并降低幅能产出.,
,,,,,
diableavionics_quantumimpulse,SHIP_SYSTEM,Q-ECM3}窥探者是一种大规模的量子干扰系统，旨在有效范围内无效所有敌对导弹的制导系统。,特殊,无效{2000单位}范围内所有敌对导弹的追踪能力.,
,,,,,
diableavionics_evasion,SHIP_SYSTEM,立即移动一小段距离，期间无视所有炮火。,机动,立即移动一小段距离，期间无视所有炮火.,
,,,,,
diableavionics_slash,SHIP_SYSTEM,最经济的破坏方式当属在敌舰反应堆的控制系统中插入一个钨条。,进攻,用右手刀刃向前发动斩击.,
,,,,,
diableavionics_dakka,SHIP_SYSTEM,可靠的格罗姆弹链让你知道什么才是火力压制。,进攻,略微提高射程的同时为主武器装填{100}发弹药.,
,,,,,
diableavionics_kata,SHIP_SYSTEM,"当标准 10 发弹夹并不能应对当前局势时, 你可能会需要这个 100 发的弹链.",进攻,短暂大幅提高主武器的射速.,
,,,,,
diableavionics_booster,SHIP_SYSTEM,将临时的大型增压助推器分离，以使该战机的武器系统上线。,机动,分离助推器并启动武器.,
,,,,,
diableavionics_fastRefit,SHIP_SYSTEM,战机的整备时间减半，但整备速率的消耗量增加一倍。,特殊,战机的整备时间减半，但整备速率的消耗量增加一倍.,
,,,,,
diableavionics_assumeControl,SHIP_SYSTEM,暂时将战机的控制权交给{A}级安全驾驶员，以提高作战效率。,战机,暂时获得战机控制权.,
,,,,,
diableavionics_shield,SHIP_SYSTEM,引导所有武器系统的能量重定向至护盾，以提高损害被吸收的效率，但这个过程中会持续产生硬幅能，即时护盾并未受到任何伤害。这是一种经人为限制后的特许版本。,防御,大幅度降低护盾所受到的伤害，但会持续产生硬幅能.,
,,,,,
diableavionics_berserk,SHIP_SYSTEM,大幅提高武器射速与转速。,进攻,短时间内大幅提高武器射速与转速。,
,,,,,
diableavionics_warlust_drone,SHIP_SYSTEM,部署两架小型无人机来提供点防火力。,无人机,部署两架小型无人机来提供点防火力.,
,,,,,
diableavionics_splitter,SHIP_SYSTEM,我将摧毁你一半的军队，并周而复始，只有这样，你的勇气才会得到考验。,进攻,通过改变舰体外形，使两门主武器向目标精确扫射.,
,,,,,
diableavionics_capacitors,SHIP_SYSTEM,将护盾系统连接至次级等离子体电容器阵列，使其短时间内大幅提高护盾的吸收能力。,防御,在极短的时间内让护盾获得{10}倍的伤害减免.,
,,,,,
diableavionics_draftrepairs,SHIP_SYSTEM,在嵌入装甲层的网状导管中，通过电流使电陶瓷液体循环。使每一个装甲缺口均溢出液体，并在电荷下固化，从而达到修复船体的目的。由于中断这一过程会导致管道堵塞，并让结构无法得到任何有意义的加固，从而阻碍未来的修复行为。由于电气化，武器必须暂时禁用，当然额外的电力也可以在此期间提供给发动机。,防御,恢复船体值，最大恢复值为两次使用间船体损伤的一半，期间禁用武器但增加船的加速度。,
,,,,,
diableavionics_unlockedFlicker,SHIP_SYSTEM,一个改进过的相位闪现装置，以产生硬幅能为代价，为舰船提供了在短时间内向前进行快速短距离闪现的能力。,传送,在当前行进方向上进行快速短跳。充能次数多且补充速度快。,
diableavionics_citadel,SHIP_SYSTEM,降低其他系统的能量和计算能力来为护盾系统和武器瞄准计算机提供充分的优先权。牺牲所有机动性和幅能排散能力来换取武器以及护盾性能的显著提高。在系统失效时给予短暂的速度提升，提升幅度取决于系统激活的时间。,防御,增加武器射程和护盾强度，但牺牲所有机动性和幅能耗散能力。失效时可以提高速度。,
diableavionics_temporalshell,SHIP_SYSTEM,一种在大崩塌前获得了许可的时流之壳系统，在更短的时间内提供更高的时流速度。,特殊,在很短的时间内加快船身时间流动。能充能两次，使用时产生少量硬幅能。,
diableavionics_circus,SHIP_SYSTEM,发射大量的微型导弹，以便更轻易地接近敌人或是撤退。,特殊,发射大量微型导弹以便进攻或防御。,
,,,,,
#DEPRECATED,,,,,
,,,,,
diableavionics_draftarmor,SHIP_SYSTEM,坚固的装甲将保护船体正面免受伤害。,无人机,坚固的装甲将保护船体正面免受伤害.,
,,,,,
diableavionics_forcedburn,SHIP_SYSTEM,使用稳定剂来强制增压引擎出力，使其能缓慢提高最高航速，只要幅能寄存器未满，就可无限提速。,机动,持续产生幅能并缓慢提升最高航速.,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
diableavionics,FACTION,最近出现在这片星域的新成员，不推荐与其正面接触。他们的目的似乎是以{人之领}的名义恢复旧时代的统治。尚未发现它们存在牢靠的盟友，但大部分的谣言都将{恶魔航电}描述成一种训练有素的军事化组织。,,,
,,,,,
diableavionics_station_eclipse,CUSTOM,"气势宏伟且装备精良的轨道空间站，以随时准备好应对任何来袭的舰队或接驳舰的靠近。作为{恶魔航电}在这片星域中最重要的军事枢纽，这处令人难以置信的庞大结构容纳有两座自动化制造工厂。始建于{大崩塌""}之前，直至{""大崩塌""}后很久才彻底竣工。虽然大部分组件在星门关闭前就已送达，但仍遗失了一些相当重要的部件。尽管利用拆解其它计划当中空间站的组件来作为替代品，但{Eclipse}空间站依旧无法正常运作，因此才花费了两个世纪的时间与财富，收集到足够的资源并将其应用到模组蓝图之上，虽效率有所降低，但仍拥有不可忽视的力量。",,,
diableavionics_station_shadow,CUSTOM,"位于中央星系边缘的前哨监听站，由恶魔航电最近几年内组装完成。虽然大部分组件在{""大崩塌""}前就以送达完毕，但它却在这些年内才正式开始运作。与原设计规范相比，它的许多系统均无法满负荷运转，因为它的大部分组件，都成为了{Eclipse}空间站的替代品。而这也导致{Forward}前哨站从原计划中坚不可摧的战争堡垒成为了一种前哨站与维修船坞。",,,
diableavionics_station_ressource,CUSTOM,"为抵御小行星撞击并击退任何入侵者而建造的一处戒备森严的开采站，此外，因环绕于小行星带边缘的最佳轨道，意味着它无时无刻都能获取到丰富的矿产资源。尽管不是一种军事空间站，但作为恶魔航电唯一在{""大崩塌""}之前就建成的空间站，其效率则要比{Forward}前哨站更加出色。",,,
diableavionics_prison,CUSTOM,这颗看似伊甸园般的行星实际上却是一处充满怨恨的地狱。归功于恶魔航电残忍的统治手段，不仅将本应是该星系中最繁荣的行星改造成一个监狱，还将大量从各种渠道捕获的奴隶安置于此，以开发此处的丰富资源。由于资源攫取的力度如此之大，导致仅仅花费了几十年的时间，以牺牲数万人的生命为代价将这里转化成了一片荒地。,,,
,,,,,
diableavionics_station_tier1,SHIP,一处由{恶魔航电}设计的防御轨道站，其特点是拥有大量武器炮位的平台与重型战机机库。因内部同时包含造船厂、栖息地、工厂、战略储备，所以该平台也能让人类向已知空间投射军事与工业力量。,,,
,,,,,
diableavionics_station_tier2,SHIP,一处由{恶魔航电}设计的作战基地，除了增建的战机甲板与导弹平台外，还强化了两侧的火力平台。因内部同时包含造船厂、栖息地、工厂、战略储备，所以该平台也能让人类向已知空间投射军事与工业力量。,,,
,,,,,
diableavionics_station_tier3,SHIP,一处布满了导弹发射器与未知系统的星际要塞。因内部同时包含造船厂、栖息地、工厂、战略储备，所以该平台也能让人类向已知空间投射军事与工业力量。,,,
